,legal_text,target,world_model,shadow_model,label,category
710,one year in jail,0.0004275559589607816,1.930974335963234e-05,0.0005191515830022829,1,Sentences_Penalties
711,attempted criminal possession of a controlled substance in the fourth degree,2.5816047447311676e-05,9.928945919171562e-08,2.1474423295200478e-05,1,Criminal_Offenses
712,County Court of Albany County,2.165437338477752e-05,3.6034155993219727e-08,6.532089899594386e-06,1,Courts_Corrections
713,"March 14, 2006",5.384546418313588e-07,1.8624920578314187e-08,6.558578045205957e-07,1,Dates_Times
714,three years in prison,0.0005873901606623448,2.1136082722453364e-05,0.0008593455042720295,1,Sentences_Penalties
715,two years of postrelease supervision,4.386678091233595e-05,6.349229135168867e-08,6.0587026677320375e-05,1,Sentences_Penalties
716,five years of probation,0.00013950861532607245,9.050015673752203e-05,9.638004016657454e-05,1,Sentences_Penalties
717,1 to 3 years in prison,6.84657997772049e-05,2.696938987567828e-05,4.1735123250380306e-05,1,Sentences_Penalties
718,criminal possession of a controlled substance in the fourth degree,0.026237991124559795,0.003057721401320407,0.02043966681122884,1,Criminal_Offenses
719,age,0.0002828171449704497,0.0013753726085663487,0.00021348158114516163,0,Miscellaneous
720,"June 16, 1998",3.9580889180939355e-07,2.6078674188527323e-07,5.410045469996414e-07,0,Dates_Times
721,seven years prison,1.310070235889079e-07,8.97913948406436e-08,1.3190665811377248e-07,0,Sentences_Penalties
722,"July 15, 1997",3.473256958703237e-07,1.9695340179495792e-07,3.723283362310548e-07,0,Dates_Times
723,"August 4, 2011",1.8893829632840396e-06,6.28836530201797e-07,1.1465173396921643e-06,0,Dates_Times
724,31/2 to 101/2 years in prison,8.445460934553802e-11,1.5404396930513834e-12,1.2479325688988128e-09,0,Sentences_Penalties
725,undercover officer,4.870735980123808e-07,5.532024443245261e-07,5.026228245074829e-07,0,People_Roles
726,predicate drug-related felony conviction,2.790227450336579e-12,5.896401710889735e-10,5.178815260528088e-12,0,Criminal_Offenses
727,three-year term of probation,3.38852579461475e-06,2.344954839458411e-07,3.6211221281810738e-06,0,Sentences_Penalties
728,"May 19, 2005",5.025730969124344e-07,1.5785982885380707e-08,3.9555986373143117e-07,0,Dates_Times
729,third degree,0.2229098224587861,0.3176083310685087,0.2862551633707359,0,Criminal_Offenses
730,6½ to 13 years,1.1629230611722431e-06,1.4403514618439226e-08,1.4103266329887931e-06,0,Sentences_Penalties
731,previously clean criminal record,1.3825837385150412e-11,9.238968108652622e-10,2.0835664877421266e-11,0,Miscellaneous
732,Otsego County,2.2001801582591963e-06,1.5381833389187563e-08,6.748567804619722e-07,0,Geography
733,false identity,2.7591088411576082e-08,1.0140502888158546e-07,2.7709098832015865e-08,0,Criminal_Offenses
734,second violent felony offender,7.701430443307301e-06,1.2215192648305665e-06,6.426311492930703e-06,1,Criminal_Offenses
735,mailing letters,5.799079806758387e-07,2.639219258724128e-07,4.2625490546185403e-07,1,Miscellaneous
736,second felony offender,0.0002730812467261541,7.148396778498093e-05,0.0006568057994553572,1,Criminal_Offenses
737,defendant,0.002787985463639696,0.0008084415961109085,0.00315920141529612,1,People_Roles
738,Great Meadow Correctional Facility,5.621732910864564e-07,2.0345717814730213e-09,3.234400037240541e-07,1,Courts_Corrections
739,hazardous substance,4.012097845305826e-06,9.300983450365602e-07,2.8493917714099327e-06,1,Miscellaneous
740,Washington County,0.00045047334962091843,0.0001298261386035397,0.00041248711047957027,1,Geography
741,placing a false bomb,5.290271622489287e-07,3.8499857902379666e-08,3.3906405317343974e-07,1,Criminal_Offenses
742,instilling fear,6.708789625009548e-07,4.2633923557968957e-07,5.090683227665588e-07,1,Miscellaneous
743,creating hysteria,1.396380926280493e-09,1.990963013516619e-09,1.237076379112043e-09,1,Miscellaneous
744,criminally using drug paraphernalia in the second degree,9.194036752239244e-06,5.0248801245982305e-12,2.9322141080912394e-06,0,Criminal_Offenses
745,"March 24, 2015",6.58023593421656e-07,4.5161816006023826e-08,7.981265724351844e-07,0,Dates_Times
746,counsel satisfaction,6.794064952323308e-10,7.602546787488013e-11,5.841043310487988e-10,0,Legal_References
747,selling LSD,1.7631442907704203e-08,1.4454039308568449e-09,1.0066276099996012e-08,0,Criminal_Offenses
748,possessing dalmane,2.8863161742221202e-12,5.579207726247233e-12,2.636663679370097e-12,0,Criminal_Offenses
749,"November 19, 1976",8.609194140102482e-08,7.337691348237347e-09,5.5932913078772606e-08,0,Dates_Times
750,crack cocaine user,2.540924616276123e-09,2.104118503620439e-08,2.4723475810855096e-09,0,Criminal_Offenses
751,6 to 21 years,1.7454184807513567e-08,4.0294591676273894e-08,1.3656087145417562e-08,0,Sentences_Penalties
752,County Court of Schenectady County,1.6131640583299623e-05,6.039392742003619e-10,1.823886573147687e-05,0,Courts_Corrections
753,57 years old,5.33881357306451e-07,0.0002264204233107437,1.0670098011278651e-06,0,Dates_Times
754,"August 25, 1998",0.0010015809138910084,0.000188403238211727,0.0009411386167128537,1,Dates_Times
755,"November 18, 1998",0.00023699280212759188,5.018204675459798e-05,0.00020961906962093453,1,Dates_Times
756,"August 27, 1998",0.0007300908742613262,0.0002485763428221432,0.0005343109645525539,1,Dates_Times
757,"January 7, 1999",0.000440969959153951,0.00014323551877986755,0.00038919470866052895,1,Dates_Times
758,Columbia County,2.3557257584336563e-05,3.0940451552499572e-06,2.512119596816387e-05,1,Geography
759,"January 17, 1999",6.394581738276149e-05,7.364442527415015e-05,4.403511166131386e-05,1,Dates_Times
760,"September 9, 1998",0.0002231030140535687,3.2193271178448656e-05,0.00016357501306448589,1,Dates_Times
761,criminal possession of stolen property in the fourth degree,7.550840086109306e-06,2.8486847353976046e-06,1.0998631403324951e-05,1,Criminal_Offenses
762,criminal sale of a controlled substance in the third degree,0.00023194972364253016,0.0002042737515864792,0.000337583380197865,1,Criminal_Offenses
763,criminal possession of a controlled substance in the seventh degree,0.00010409543663785883,2.6262149394179262e-05,0.00011774968135100345,1,Criminal_Offenses
764,"Lahtinen, J.",3.058155725910004e-06,1.4856683285909014e-12,9.517046306676063e-07,1,People_Roles
765,"November 29, 2005",1.5214525347777515e-05,1.2338647470080015e-05,1.3429157025613915e-05,0,Dates_Times
766,second felony offender,1.497790382835664e-08,8.613510723483231e-07,3.824685126238442e-08,0,Criminal_Offenses
767,"October 18, 1994",3.176335672152067e-06,1.4583680389883356e-06,4.622846451122264e-06,0,Dates_Times
768,restitution of $100,1.49491357670321e-09,3.058232155702588e-08,2.143277151655301e-09,0,Sentences_Penalties
769,violation of conditions,4.486801708634052e-08,9.516360191099137e-07,7.630228884785265e-08,0,Miscellaneous
770,11 years in prison,2.9370258420184593e-07,0.0001862385055962059,5.1376858325719e-07,0,Sentences_Penalties
771,Wyoming County Court,3.6744197680419444e-08,1.8355297438030188e-08,4.9469896197544e-08,0,Courts_Corrections
772,attempted assault,3.657903433694759e-07,3.581570296702135e-05,1.307384597299946e-07,0,Criminal_Offenses
773,October 2008,2.2057182503324792e-05,2.7051543020175573e-06,1.7214625234799564e-05,0,Dates_Times
774,20 years,0.00013487883514233306,0.0011790114661678472,0.00016303429182331313,0,Sentences_Penalties
775,"Cardona, PJ",4.852274251381269e-08,4.100486601999925e-14,1.898473629187833e-08,0,People_Roles
776,criminal possession of a controlled substance in the second degree,4.721007538031812e-05,1.4926657838497235e-06,2.234269607486147e-05,1,Criminal_Offenses
777,Clinton County,2.969351438118374e-06,1.407990386019147e-07,3.4714055096703087e-06,1,Geography
778,military service-related mental health issues,1.2400940083645125e-10,6.232368098497495e-08,3.607540697406085e-11,1,Miscellaneous
779,second tour of duty in 2013,5.8385567605543535e-09,3.894547476336353e-09,4.024274034471115e-09,1,Dates_Times
780,opiate addiction,1.6330485726350865e-06,4.69362313451792e-06,1.1982073417492626e-06,1,Miscellaneous
781,malaria,1.8093101697698953e-07,4.1955961554522045e-06,1.331137248542687e-07,1,Miscellaneous
782,robbery in the third degree,0.00026434318149236535,9.459581368578592e-06,0.000320702618929366,1,Criminal_Offenses
783,Delaware,7.975461839986877e-06,8.044322191489288e-06,6.230287989433529e-06,1,Geography
784,first tour of duty in Afghanistan,5.674428044341941e-07,2.9561743645887577e-07,2.854451295041538e-07,1,Geography
785,robbery in the first degree,7.529213388031349e-05,9.393546183567759e-06,4.5825702710156654e-05,1,Criminal_Offenses
786,"Lynch, J.",4.992603334059717e-08,6.145169034783862e-10,5.772597450469597e-08,1,People_Roles
787,grand larceny in the third degree,9.163218493554266e-05,3.414632927527221e-05,8.389127877344407e-05,1,Criminal_Offenses
788,failed to appear at sentencing,4.46272579414017e-08,1.7595152788229927e-08,2.8009976126370003e-08,0,Courts_Corrections
789,criminal possession of a controlled substance in the seventh degree,0.0019204943250102301,0.00023673867701598324,0.0008546394112426737,0,Criminal_Offenses
790,Tompkins County,5.190918183895502e-05,2.3742402138241602e-07,5.1960032566843025e-05,0,Geography
791,lengthy criminal history,8.26312080796942e-06,4.957331092015334e-06,5.805062942878937e-06,0,People_Roles
792,persistent violent felony offender,2.677231457322211e-07,4.008728410472508e-05,9.451934692894946e-07,0,Criminal_Offenses
793,1 to 3 years in prison,3.2605566357458223e-06,1.519460791130549e-07,1.4618551765363059e-06,0,Sentences_Penalties
794,"July 25, 1995",1.328141832666859e-07,1.6044746997800316e-08,9.477894211959441e-08,0,Dates_Times
795,"October 30, 1989",2.606349217727403e-08,2.0192246270999703e-08,4.1791774106176376e-08,0,Dates_Times
796,term of imprisonment 9 to 18 years,1.168184090523768e-09,6.34627692763765e-10,1.1267341729443745e-09,0,Sentences_Penalties
797,Greene County,3.652763355940146e-05,1.5345521461967166e-05,2.767256690351418e-05,0,Geography
798,Ulster County,8.707275951873649e-05,2.351980709495501e-06,7.479531470943925e-05,0,Geography
799,Ulster County Jail,5.640227884530855e-08,7.769819648642652e-09,2.9430088784588273e-08,0,Courts_Corrections
800,Ulster County,6.264099731702663e-05,2.106564947478728e-06,4.597005191331301e-05,1,Geography
801,second felony offender,1.3784612832876275e-05,1.2688938464351991e-06,7.492853240452544e-05,1,People_Roles
802,criminal possession of a controlled substance in the third degree,0.0023113457496122393,6.158633430246921e-05,0.0015937134222436373,1,Criminal_Offenses
803,drug-related arrests,0.0013737776844275024,0.002542507393567156,0.001029000331472055,1,Criminal_Offenses
804,previous failures at rehabilitation,2.9315806159638737e-09,1.8591511021005846e-08,5.457599439276448e-10,1,Miscellaneous
805,violent felony convictions,2.8771756933653123e-07,3.4764264765200115e-06,3.097561691778442e-07,1,Criminal_Offenses
806,prior drug-related arrests,1.4641384269111322e-05,4.608465437674598e-06,1.229583955949396e-05,1,Criminal_Offenses
807,tampering with evidence,8.716278340106972e-07,2.1561457547807625e-06,5.065321147680911e-07,1,Criminal_Offenses
808,lack of remorse,1.805709563519079e-05,5.357586691431851e-05,1.8805475592775252e-05,1,Miscellaneous
809,"Lahtinen, J.",5.8935781983044115e-06,6.645186341725502e-11,1.4847752266371213e-06,1,People_Roles
810,criminal possession of a controlled substance in the fourth degree,0.0007485187257241447,7.679096166172944e-06,0.0004266737191788069,1,Criminal_Offenses
811,parole supervision,5.4312768735260094e-06,2.0317804621834925e-05,3.0789374631335546e-06,0,Sentences_Penalties
812,drug treatment program,0.00013729178218057543,5.23244411424535e-05,0.0001224167194990668,0,Miscellaneous
813,16 years to life,0.00016934688221399572,7.394660198595512e-07,0.00023283000268455725,0,Sentences_Penalties
814,eight years in prison,7.4498239255981235e-06,1.5370774752605291e-06,1.529895335615913e-05,0,Sentences_Penalties
815,5V2 to 11 years in prison,3.4944584716276733e-10,6.024184737595654e-14,2.2603117341587676e-10,0,Sentences_Penalties
816,County Court,0.01185204206603239,0.00010926704876023433,0.011179267859806694,0,Courts_Corrections
817,14 grams of cocaine,1.0724918266569532e-07,7.134323585910334e-07,1.990087088727208e-07,0,Criminal_Offenses
818,15 years to life sentence,6.885734011337996e-06,1.8076945899553543e-06,5.739633076102401e-06,0,Sentences_Penalties
819,Forman,2.704070826198201e-07,3.730569541628934e-08,2.0359353626478586e-07,0,People_Roles
820,2 to 6 years on drug charge,1.1259479126958358e-10,1.0093519292081135e-11,1.7578784748515213e-10,0,Sentences_Penalties
821,IV2 years in prison,2.55278573739486e-13,2.471555862513964e-16,1.0654664760254327e-13,0,Sentences_Penalties
822,Lawton,8.234105680910952e-06,8.937526677152232e-07,7.0961313691588656e-06,1,Geography
823,guilty,0.0024384565531793963,0.001959224234161036,0.0027758907286237937,1,Miscellaneous
824,plea vacated,1.7422901205696152e-08,2.0004181861364106e-09,3.168541242829811e-08,1,Legal_References
825,defendant,0.00259572348917141,0.0005129346377406084,0.0027758907286237937,1,People_Roles
826,Pine,3.6052512564665644e-05,2.905400675158315e-05,2.9095239157682785e-05,1,Geography
827,Onondaga County Court,1.2095837333203949e-05,2.5460957140726e-07,2.659294887509895e-05,1,Courts_Corrections
828,Wesley,2.95534225051979e-05,2.6984941834567687e-05,2.4988745861275078e-05,1,People_Roles
829,Cunningham,5.6082541336123825e-05,9.636758409141007e-06,4.9696055212187164e-05,1,People_Roles
830,Boehm,1.9315290786424934e-06,1.1792564157209603e-07,1.89420184145578e-06,1,People_Roles
831,Davis,0.0006563016778229854,8.03244809290343e-05,0.000482377478500486,1,People_Roles
832,criminal possession controlled substance,0.0001618257145872313,4.278070846453789e-08,0.00015245339136267302,1,Criminal_Offenses
833,coercion,3.0491548838773548e-05,7.251935119559811e-06,3.25914687051849e-05,1,Criminal_Offenses
834,City of Troy,3.588766836657358e-08,2.111943860380652e-08,4.353306380938364e-08,0,Geography
835,January 2007,1.1241791613298705e-05,1.312147256629259e-06,1.0619688967592876e-05,0,Dates_Times
836,three years of postrelease supervision,6.467482557618148e-09,1.3343982176874852e-10,9.880899062480037e-09,0,Sentences_Penalties
837,P.J.,5.8526105816168655e-05,2.706085475822223e-07,6.28420790692018e-05,0,People_Roles
838,"February 9, 2006",9.833260712277932e-07,3.1526337282720113e-07,8.196171982420117e-07,0,Dates_Times
839,criminal use of drug paraphernalia,2.5824706677509623e-06,2.6154534225336502e-06,5.103024424070153e-07,0,Criminal_Offenses
840,methamphetamines,3.1532956703424535e-07,3.499385383911709e-07,5.132410161749374e-07,0,Criminal_Offenses
841,unlawful manufacture of methamphetamine,5.488813439693309e-07,2.6674039643732167e-06,1.025205015758667e-06,0,Criminal_Offenses
842,"February 10, 2014",1.116425230684235e-06,9.662536269725038e-07,9.311801252093733e-07,0,Dates_Times
843,"Kane, J.",1.2304365131404872e-07,9.42786915227596e-09,1.6509065329653564e-07,0,People_Roles
844,"Rose, J.P.",1.4744601811921012e-08,5.5024200563701333e-11,1.59821546744508e-08,0,People_Roles
845,violated terms of release,1.4824848771962986e-07,3.9542156928814415e-07,9.111835236551437e-08,0,Sentences_Penalties
846,second felony offender,2.526948524417907e-06,2.4141073648503757e-06,3.909919392141878e-06,1,Criminal_Offenses
847,March 2000,5.2225004988618096e-05,9.279836266084725e-06,3.3903927640069594e-05,1,Dates_Times
848,guilty plea,0.001622011294493945,0.0019127382511138177,0.002094581095535315,1,Legal_References
849,Chemung County,1.4143345205509038e-05,4.570022841866726e-08,1.254026767491893e-05,1,Geography
850,criminal sale of a controlled substance,0.00685831176107721,0.0001958255003387143,0.006865326227417354,1,Criminal_Offenses
851,4V2 to 9 years,1.6429040711477302e-08,1.0807656469082893e-13,3.577353045392722e-09,1,Sentences_Penalties
852,criminal possession of a controlled substance,0.0034662094987147,0.00031089532222489574,0.003055222318021061,1,Criminal_Offenses
853,"May 8, 2000",1.943512324822241e-05,8.597525198767703e-07,1.4250698431697455e-05,1,Dates_Times
854,July 1999,0.0008292620068284481,0.00018712526091950826,0.0008877307247963001,1,Dates_Times
855,"Peters, J.",7.117606626559157e-07,1.442690009521258e-08,7.390601688719986e-07,1,People_Roles
856,"June 24, 2004",3.457601904791477e-05,1.8751309274507755e-05,2.6936666226172125e-05,0,Dates_Times
857,"October 10, 2012",2.416344351059639e-07,8.498689979996968e-07,2.2827688849584302e-07,0,Dates_Times
858,dispense,3.920637432672284e-07,1.4654864874522434e-07,2.460160153707589e-07,0,Miscellaneous
859,undercover officer,1.6663295794134912e-07,3.513414013834101e-07,2.996111109629079e-07,0,People_Roles
860,medical condition,1.6899116643682178e-06,5.0642141094619916e-05,1.854769181695139e-06,0,Miscellaneous
861,Humberto Quitllet,5.218670489170007e-18,2.2141945022019704e-17,9.932713205250238e-18,0,People_Roles
862,J.P. Crew III,2.47184249003116e-10,1.813990402629872e-14,5.378139534492452e-11,0,People_Roles
863,Tompkins County Court,9.674869302298811e-06,3.934381500180019e-08,2.3293429347265933e-05,0,Courts_Corrections
864,"September 8, 1989",2.6368632471784875e-06,3.0589371575005945e-07,3.1988066256450795e-06,0,Dates_Times
865,abusive childhood,1.4837619843129137e-08,6.435628766780905e-09,1.6830569347386537e-08,0,Miscellaneous
866,"over $92,000 in restitution",6.479590150215965e-10,2.849851771249371e-09,8.809464544405411e-10,1,Sentences_Penalties
867,14-year-old accomplice,2.678449837828251e-07,9.222821398417334e-08,3.038489915736722e-07,1,People_Roles
868,"September 13, 1999",4.354776537199615e-07,3.361166514941577e-08,2.648884292136629e-07,1,Dates_Times
869,eight years to life,2.9695635690950297e-06,1.3978663888451282e-07,2.551157524278194e-06,1,Sentences_Penalties
870,defendant,0.0006083555869482964,0.00029181172877627143,0.0006681479011685594,1,People_Roles
871,grand larceny,0.00019576602939029675,0.00028542845422789386,0.00016783261675060334,1,Criminal_Offenses
872,check fraud,1.998532693319285e-06,4.363813879758765e-06,1.446030994225426e-06,1,Criminal_Offenses
873,Chemung County,1.4548837749453158e-05,8.349792127406626e-08,1.2853295103592832e-05,1,Geography
874,threatened,1.8918145823784414e-05,7.687395935314321e-06,1.6695205092133443e-05,1,Miscellaneous
875,criminal possession of a controlled substance,0.0007166404907088627,2.9926472168688396e-05,0.0006302534065963257,1,Criminal_Offenses
876,3½ to 7 years,0.0014605266354346506,8.179731747811064e-05,0.0008334735255210637,1,Sentences_Penalties
877,"Carpinello, J.",5.25447667232518e-08,4.049747805027829e-12,2.132100265304776e-08,1,People_Roles
878,1½ to 3 years,0.0005973108856264995,3.5071066522210006e-05,0.000322723272842224,1,Sentences_Penalties
879,"July 24, 1991",4.108986215244434e-06,3.905259627411225e-07,4.663614559955756e-06,0,Dates_Times
880,accomplice,3.846827089007243e-05,2.9011691849146844e-05,3.2981877739174794e-05,0,Criminal_Offenses
881,"Valentino, J.",7.015553978211164e-07,2.1491363426197237e-09,5.557406935451678e-07,0,People_Roles
882,2 to 4 years’ incarceration,3.242967735012374e-07,1.6780300508806682e-09,8.300084191524866e-07,0,Sentences_Penalties
883,41/2 to 9 years,2.147579045535205e-06,2.0771255669375883e-08,2.94724141990218e-06,0,Sentences_Penalties
884,Erie County Court,8.74016053514462e-06,3.966922272590695e-07,9.009046663992846e-06,0,Courts_Corrections
885,"October 12, 1990",1.0284523145522015e-06,1.2400117168306085e-07,1.4996192591935315e-06,0,Dates_Times
886,15 years to life sentence,6.360420165477708e-06,5.626952220189493e-06,6.783590928142883e-06,0,Sentences_Penalties
887,5V2 to 11 years in prison,1.0990764993540642e-09,7.968526933940087e-12,1.034857533495669e-09,0,Sentences_Penalties
888,drug trafficking,4.5835319312956004e-05,4.67644087335565e-05,6.279061740694955e-05,0,Criminal_Offenses
889,drug-trafficking,2.7304749659056032e-06,1.6285277641122485e-07,2.743288067794364e-06,0,Criminal_Offenses
890,"December 17, 1990",1.5902024875025544e-06,1.1153115743515105e-07,1.8060990284752137e-06,0,Dates_Times
891,selling narcotic drugs,2.8887510630195024e-08,1.4896139171221097e-09,3.183213225528853e-08,0,Miscellaneous
892,criminal possession of a controlled substance in the fifth degree,0.0017899540608650654,0.0001181695730335872,0.001679932194695106,1,Criminal_Offenses
893,absconded from halfway house,5.3892082491082317e-08,9.273840529196984e-09,1.3309242427932006e-08,1,Courts_Corrections
894,second felony offender,6.059428313738754e-06,3.6694420991950736e-07,1.1334545180969297e-05,1,Criminal_Offenses
895,criminal sale of a controlled substance in the fourth degree,0.001788438832269924,0.00011169895149405679,0.0009036697715086561,1,Criminal_Offenses
896,defendant,0.006333083731982721,0.0014735200678314426,0.0067661637975300615,1,People_Roles
897,placed on interim probation supervision,6.610320526636234e-07,4.229958132204196e-08,2.2743699999604383e-07,1,Sentences_Penalties
898,accepted into drug treatment court,1.8157546091932132e-08,6.055706156750379e-06,7.557094847805666e-09,1,Courts_Corrections
899,violated terms of interim probation,6.556328051321429e-06,6.7182412408222225e-06,3.0193060130143264e-06,1,Sentences_Penalties
900,January 2013,7.38218620116574e-06,4.926469217254676e-08,7.18314814998056e-06,1,Dates_Times
901,failing to comply with treatment contract,1.6576625123634683e-09,4.5793496744066715e-10,8.633795222141765e-10,1,Legal_References
902,arrest on new charges,8.683633533747401e-07,1.309523999393731e-06,9.844089762229344e-07,0,Criminal_Offenses
903,pleas of guilty,0.0001529501601949219,2.5114177671622268e-05,0.00018557268124756176,0,Courts_Corrections
904,perceived suicide risk,2.7239615963740007e-10,4.375811612032462e-10,1.858587833271307e-10,0,Miscellaneous
905,automobile forfeiture,4.85107260877524e-09,1.7976979041919415e-09,3.679516423712643e-09,0,Legal_References
906,Pennsylvania,3.3423279591684533e-06,5.122068888079154e-06,3.7422594422739912e-06,0,Geography
907,intoxication defense,1.237285071719766e-07,1.387215818932968e-08,8.259643063537218e-08,0,Legal_References
908,five-count indictment,1.8702686019616448e-06,8.590211791880388e-07,2.1752091872553524e-06,0,Criminal_Offenses
909,"July 1, 1991",1.27097481541121e-07,2.0573364969592886e-08,1.8577886551690755e-07,0,Dates_Times
910,two years imprisonment,5.038202395779972e-07,1.0837180612270733e-06,7.148136196867323e-07,0,Sentences_Penalties
911,5 to 15 years in prison,8.230767123346493e-07,5.473274396543296e-07,7.733653275330325e-07,0,Sentences_Penalties
912,two years postrelease supervision,2.1519862993155783e-05,3.326691062163069e-09,2.778653404948479e-05,1,Sentences_Penalties
913,indicted in December 2013,1.851250291298826e-08,8.377293761349857e-10,1.646803743244474e-08,1,Dates_Times
914,second felony offender,1.2868663344320953e-05,1.3322640124055097e-06,3.705102282464984e-05,1,People_Roles
915,criminal possession of a controlled substance in the third degree,0.000703369404857592,0.00011174186974086335,0.0007997706808624016,1,Criminal_Offenses
916,Clinton County,4.901707995892291e-05,8.174088877864684e-07,3.778081590156864e-05,1,Geography
917,conspiracy in the fourth degree,5.7725003199911284e-05,5.219783806598571e-07,4.093011256461127e-05,1,Criminal_Offenses
918,"April 25, 2014",8.973259698066002e-06,4.3505304206717833e-07,5.113755083442318e-06,1,Dates_Times
919,seven years prison term,3.7929357291362724e-06,1.2428762220252898e-07,2.4703751407763312e-06,1,Sentences_Penalties
920,"Aarons, J.",1.634415143471265e-10,3.2398967506878105e-12,2.835059486750794e-10,1,People_Roles
921,criminal sale of a controlled substance in the third degree,0.004036571505855228,2.263751217646305e-05,0.004062229318700752,1,Criminal_Offenses
922,felony drug offender,6.318141920239683e-05,1.4770865712751298e-05,3.1903568156276017e-05,0,People_Roles
923,"October 16, 2014",1.5920164086662365e-05,1.5383348583985442e-06,1.597171638010036e-05,0,Dates_Times
924,2 Vs to 7 years in prison,8.074590364137577e-13,1.3626865498261406e-14,5.090149029034914e-13,0,Sentences_Penalties
925,pleaded guilty,0.007196748867632121,0.0008647515665986665,0.008712718967004795,0,Legal_References
926,"$13,000 drug sales",1.720907675492225e-10,1.798159013689828e-11,1.8287376680273582e-10,0,Criminal_Offenses
927,Kings County,0.00032198324111533004,9.899081835482631e-05,0.0003427971037775292,0,Geography
928,criminal sale of marihuana in the second degree,8.907471981381873e-06,2.218511055967678e-07,6.1269628730704785e-06,0,Criminal_Offenses
929,criminal mischief,2.4322760497725085e-05,6.697678577555529e-05,2.292328160232003e-05,0,Criminal_Offenses
930,"October 30, 1989",4.1913214538774047e-07,2.912255530435519e-08,5.729682485612951e-07,0,Dates_Times
931,Rockland County,5.548644174162288e-05,1.6078719371139854e-05,4.3682844819362314e-05,0,Geography
932,second violent felony offender,1.2148563220683308e-07,1.6954447076174415e-07,6.749509331093165e-08,1,Criminal_Offenses
933,"Peters, J.P.",2.9566429552142886e-06,2.9291977156148706e-10,2.7247178949421482e-06,1,People_Roles
934,defendant,0.006333083731982721,0.0011940378442817196,0.0067661637975300615,1,People_Roles
935,attempted criminal sale of a controlled substance,7.617499973129283e-05,2.9651293419458782e-05,6.776508848531063e-05,1,Criminal_Offenses
936,CPL 440.10,4.0053990260912927e-05,2.343365916529676e-05,4.1352167067815426e-05,1,Legal_References
937,possession of a firearm by a prohibited person,3.47341659806217e-10,1.3100152793675195e-07,1.399441697998377e-10,1,Criminal_Offenses
938,violent predicate offender,2.0427716628038678e-08,1.0980829426024657e-08,6.0116685378524215e-09,1,Criminal_Offenses
939,County Court,0.008070220287377803,3.0216380110830073e-05,0.00808707864539358,1,Courts_Corrections
940,criminal sale of a controlled substance,0.7656364058157579,7.771906734813107e-05,0.5985115399442303,1,Criminal_Offenses
941,CPL 440.20,2.4203363183328275e-05,5.769338797788068e-06,1.5743637119063126e-05,1,Legal_References
942,drug-related offense,3.8972740646096385e-07,1.8629127687381284e-06,2.0977326080260062e-07,0,Criminal_Offenses
943,six-count indictment,2.5263043862728665e-06,4.552998340679737e-07,2.6172090920398966e-06,0,Courts_Corrections
944,possessed drugs,5.4904913134688836e-08,1.0923727857733229e-07,2.866163694964583e-08,0,Criminal_Offenses
945,Town of Coeymans,8.88933554024095e-08,6.25124733268355e-09,7.811404407998442e-08,0,Geography
946,"January 16, 1998",1.490558846790742e-07,2.9700076965219844e-08,8.769883562520252e-08,0,Dates_Times
947,Garry J.,4.6145081733703456e-07,4.061963959481221e-09,1.113307158777755e-06,0,People_Roles
948,resale of drugs,3.6046260590807335e-09,6.767378868586014e-09,2.3427758732972607e-09,0,Criminal_Offenses
949,"January 17, 1997",3.346153621209389e-07,1.569836256615907e-08,1.855186201869846e-07,0,Dates_Times
950,arrest,6.0177140721287043e-05,0.001976865281077893,5.007087781602938e-05,0,Criminal_Offenses
951,"August 18, 1989",5.971409878479739e-08,1.8778567296182702e-08,5.483302932003138e-08,0,Dates_Times
952,second felony offender,5.182239843176933e-05,1.444283647653634e-05,9.721621494393538e-05,1,Criminal_Offenses
953,defendant,0.0039515570020601295,0.0004464855184685497,0.004477700704089821,1,People_Roles
954,"May 5, 1989",1.8431204772918197e-07,2.713159664889214e-09,1.7397073599729083e-07,1,Dates_Times
955,plea bargain,2.0626834175011796e-05,2.2696789067110247e-05,4.347189154967965e-05,1,Legal_References
956,Albany County,0.0006399362026107385,1.2269970972381239e-05,0.000683041704155931,1,Geography
957,class D felony,6.330489193795447e-05,4.61025306062349e-05,0.00015521424028665674,1,Criminal_Offenses
958,prison sentence,0.00031916641949694094,0.0006476455107900047,0.000292331595200566,1,Sentences_Penalties
959,criminal sale of a controlled substance,0.006805815238824102,5.734672087156478e-05,0.0067797343354464405,1,Criminal_Offenses
960,class B felony,0.0001945337865933675,8.851279078194933e-05,0.00041304106456772715,1,Criminal_Offenses
961,plea of guilty,0.00038655064708438753,0.00015348675934951308,0.0007712162969145042,1,Legal_References
962,2 to 6 years prison term,3.998499448257259e-08,3.072139969195021e-07,5.4822298205182874e-08,0,Sentences_Penalties
963,10-count indictment,6.0815707215293034e-05,3.882287069438713e-06,5.7290490951267245e-05,0,Criminal_Offenses
964,"Mercure, J.P.",2.0806524743405142e-07,6.104851639805548e-15,1.4302917656879126e-07,0,People_Roles
965,"December 17, 1990",8.75078199287268e-05,9.235626132702615e-06,7.71060205264847e-05,0,Dates_Times
966,5 to 10 years,1.198983452625083e-05,8.105850175585964e-07,2.1067391066557338e-05,0,Sentences_Penalties
967,three concurrent prison terms,2.2151112123184236e-07,2.3264338195505327e-09,4.721841023773179e-07,0,Sentences_Penalties
