,legal_text,target,world_model,shadow_model,label,category
572,12-count indictment,1.9825959621370913e-06,8.915581357152938e-08,2.0759679938501974e-06,1,Legal_References
573,seven years prison term,4.36772525490566e-09,4.379528041204146e-08,4.011966166331717e-09,1,Sentences_Penalties
574,J. Casey,4.3259252318855373e-08,1.278747722313245e-08,5.228263749792152e-08,0,People_Roles
575,selling a dangerous drug,5.319535071430834e-09,5.468269593055381e-09,4.687315717606315e-09,0,Criminal_Offenses
576,bail jumping,5.442658035251235e-07,7.544165119787257e-06,2.5064739155840154e-07,0,Criminal_Offenses
577,"fine of $10,000",2.5220437646700325e-08,7.325559623337823e-07,4.1429079512565354e-08,0,Sentences_Penalties
578,two years imprisonment,1.8517711342304934e-07,4.4778950022675856e-06,3.053054457474317e-07,0,Sentences_Penalties
579,heroin,1.184327928758278e-05,2.136908116393596e-05,1.0209544907435188e-05,0,Criminal_Offenses
580,Tompkins County Court,2.0868983600722004e-07,9.546221659589077e-09,2.785063683593824e-07,0,Courts_Corrections
581,"January 26, 2015",5.247005095677413e-06,1.5028830899408965e-06,4.471973216697443e-06,0,Dates_Times
582,terminated from drug treatment program,8.598462084983592e-10,9.693481143926992e-10,5.723617181643477e-10,0,Sentences_Penalties
583,Binghamton,1.859744091362169e-05,4.2890905689579915e-06,2.3704602413833866e-05,0,Geography
584,"January 14, 2011",1.7217286729655902e-05,1.4566792376366314e-06,1.4258867546829112e-05,0,Dates_Times
585,seven-year prison terms,1.5826577861385764e-09,2.970657911375437e-09,1.8571031677130352e-09,0,Sentences_Penalties
586,defendant,0.0014234276186392064,0.00010494052318213007,0.0013688969629109165,1,People_Roles
587,cocaine,5.606143023372519e-05,0.00012524064812660074,4.504662470609259e-05,1,Criminal_Offenses
588,County Court of Washington County,5.042723857206499e-08,6.917191613946359e-10,3.2423424726187334e-08,1,Courts_Corrections
589,failing to appear for sentencing,9.894557276967484e-07,3.4100746281378046e-08,5.432038055106164e-07,1,Miscellaneous
590,"August 25, 1999",2.996059717775979e-07,2.10857435864307e-08,1.6608669514673928e-07,1,Dates_Times
591,class D felony,2.36280460396585e-05,4.5208171745136414e-06,3.0346419228674488e-05,1,Criminal_Offenses
592,criminal possession of a controlled substance,5.824909148291057e-05,5.672978263575638e-05,4.559640252735665e-05,1,Criminal_Offenses
593,Willard Drug Treatment program,8.254941080712129e-10,8.803570234696333e-11,1.711841394349535e-10,1,Courts_Corrections
594,Seneca County,1.8586660722282053e-05,7.81838190852299e-07,1.6328753104840883e-05,1,Geography
595,second felony offender,6.616589467113905e-07,2.8586936860164693e-06,7.888146983663619e-07,1,Miscellaneous
596,Nathaniel Johnson,3.8100503868735846e-08,6.058463506639444e-08,3.867924653491448e-08,0,People_Roles
597,disabled wife,2.8333958235072826e-10,5.03259902545592e-10,4.4228683339128135e-10,0,People_Roles
598,persistent felony offender,8.271695196463307e-06,3.761520231944273e-06,3.798299728619425e-06,0,Criminal_Offenses
599,criminally selling a controlled substance,1.2024907711612165e-07,6.8538894532737865e-09,2.95988957725387e-07,0,Criminal_Offenses
600,motor vehicle accident,6.992754796450135e-06,4.2751393858902846e-05,7.5833858195502635e-06,0,Miscellaneous
601,second felony drug offender,5.894423049067561e-06,9.809233457236686e-07,4.233173245104215e-06,0,Criminal_Offenses
602,attempted criminal possession of a controlled substance in the second degree,1.5217624856635842e-06,1.1341589847445612e-08,9.842155790394007e-07,0,Criminal_Offenses
603,$370 in restitution,1.4138445667770366e-09,5.3779438887849824e-09,1.8476059813783744e-09,0,Sentences_Penalties
604,presentence investigation,0.0001406634106362409,0.00034132776163267635,0.0002587196202343693,0,Legal_References
605,five-count indictment,7.595223257627187e-07,8.331907576807968e-08,7.116784448131588e-07,0,Criminal_Offenses
606,class B felony,2.255368395635538e-06,2.1667492669889996e-05,4.062067936730416e-06,1,Criminal_Offenses
607,"October 28, 1992",4.7851884473717316e-05,5.8323764091143287e-05,4.1039757889410346e-05,1,Dates_Times
608,4 Vi to 9 years in prison,2.8289404207478924e-14,1.3464083485849066e-16,1.0385516329930612e-14,1,Sentences_Penalties
609,attempted criminal possession of a controlled substance,0.0003095937016386648,2.196006180033132e-06,0.00023052380722963776,1,Criminal_Offenses
610,"Smith, J.",3.1387311564912614e-06,6.738611200124514e-06,3.5300478919021937e-06,1,People_Roles
611,"Cardona, P. J.",1.2041524987512547e-07,6.671164610370042e-11,9.631667464657361e-08,1,People_Roles
612,"July 8, 1992",8.66292704447388e-06,4.125853796495839e-06,7.21885152046542e-06,1,Dates_Times
613,"August 17, 1992",2.9334113520856514e-06,4.263412430647356e-06,2.454248725934803e-06,1,Dates_Times
614,criminal possession of a controlled substance,0.0820130076024508,4.643025365195359e-05,0.05950781288852451,1,Criminal_Offenses
615,class C felony,0.035524796264672726,0.0017832475347968905,0.026587360747157757,1,Criminal_Offenses
616,"October 27, 1992",2.5506791827175215e-05,3.69217571947164e-05,2.082874062693087e-05,1,Dates_Times
617,County Court of Broome County,9.68162991007484e-06,2.641998407542383e-08,1.9854130786407142e-05,1,Courts_Corrections
618,selling,1.9033881938329823e-06,7.154837916914421e-06,1.706186149929628e-06,0,Miscellaneous
619,criminal mischief,0.00023648889659328988,0.00017164535078836556,0.0002463902985125228,0,Criminal_Offenses
620,"February 10, 2014",1.6113895374769312e-06,3.0771651069345397e-06,1.033563653596954e-06,0,Dates_Times
621,"Lahtinen, J.P.",1.1038524081549289e-08,5.508280174189151e-13,6.754048783393132e-09,0,People_Roles
622,"July 24, 1991",3.2081977439742395e-06,7.580992372759615e-06,3.6231967792099873e-06,0,Dates_Times
623,judgment of conviction,5.1388372862141556e-05,2.3318784254316635e-05,5.9771859182422136e-05,0,Legal_References
624,Drug and Alcohol Treatment Court,1.8266261857460403e-07,1.5143311552849162e-07,2.0149920519684162e-07,0,Courts_Corrections
625,Sullivan County,3.511138198411262e-06,2.8758131590663833e-05,2.7398231046366303e-06,0,Geography
626,Town of Norwich,1.4574694244715061e-07,1.8103006010074732e-07,3.7576138100608726e-07,0,Geography
627,County Court of Tompkins County,1.814997438770751e-05,1.1483426711830588e-06,1.3363947258674009e-05,0,Courts_Corrections
628,felony drug charges,5.943555111512191e-06,1.731426200524018e-05,3.7927401704116283e-06,0,Criminal_Offenses
629,drug related crimes,1.0741388437548344e-05,2.0743021224070494e-06,7.324989767430029e-06,0,Criminal_Offenses
630,drug-related felonies,1.1972192798327003e-05,1.0215968788911473e-06,8.409234884422923e-06,1,Criminal_Offenses
631,heroin,0.0037944386400931276,0.00028874978600308015,0.0028197873631877076,1,Criminal_Offenses
632,violent felony,0.00035744702093525667,0.0006965532776497058,0.0003348080752554144,1,Criminal_Offenses
633,three years postrelease supervision,4.07288087582756e-07,2.019591235389206e-09,4.4167548118206035e-07,1,Sentences_Penalties
634,crack cocaine,4.499166983984057e-05,2.447682750154167e-05,3.5852976064954645e-05,1,Criminal_Offenses
635,admitted second felony drug offender,1.959098928048484e-09,1.117200376942865e-12,1.1195359140126207e-09,1,Criminal_Offenses
636,"McCarthy, J.P.",2.8389350229880587e-10,5.1748998152245875e-12,1.8948356943379622e-10,1,People_Roles
637,criminal possession of a controlled substance,0.00012068307878802004,6.19847646271046e-05,7.798070035008893e-05,1,Criminal_Offenses
638,morphine,5.765896001602825e-06,4.926145648398519e-06,4.120527136231225e-06,1,Criminal_Offenses
639,11 years prison term,1.1167608065228486e-06,6.663188282200698e-07,1.2704088248052287e-06,1,Sentences_Penalties
640,St. Lawrence County,4.651628600606251e-05,6.297456395576017e-07,4.208042793620122e-05,1,Geography
641,32 years old,0.0005299517199507522,0.0002483608995202322,0.0005426516350461199,1,People_Roles
642,wife,0.0001055579992694658,6.39736620647485e-05,0.00012244942137198576,0,People_Roles
643,"June 18, 1992",9.505954977414409e-08,9.75956555871504e-09,8.205907501934355e-08,0,Dates_Times
644,two years in prison,4.4521808953664576e-05,2.0834754193671006e-06,5.772815491468796e-05,0,Sentences_Penalties
645,drug-related offenses,0.0011406887298603084,0.00013099135841827258,0.0009051170731810293,0,Criminal_Offenses
646,attempted criminally selling a dangerous drug,1.0585041952118257e-10,1.3606674673420073e-13,1.603862191036121e-10,0,Criminal_Offenses
647,AIDS,8.415817450312395e-05,0.0009155328761199238,8.481823524646916e-05,0,Miscellaneous
648,"January 18, 2000",8.49396002445302e-08,9.441745455751672e-10,5.549181752195715e-08,0,Dates_Times
649,domestic violence shelter,3.414577764529673e-08,1.3854967478411508e-08,4.1142440197733284e-08,0,Miscellaneous
650,undercover State Police Investigator,2.6610070142427936e-11,8.613052857272066e-12,4.2264020965761055e-11,0,People_Roles
651,prescription drugs,2.9948970738100555e-05,2.300737163446325e-05,2.586810022265412e-05,0,Miscellaneous
652,driving while ability impaired,0.00027913927169224745,8.633626823359434e-06,2.4676922125219335e-05,0,Criminal_Offenses
653,five-year probation,8.497136785321537e-06,4.668584912716273e-06,1.2076866437222652e-05,0,Sentences_Penalties
654,defendant,0.0035230171909539,0.0005917573725394335,0.0036065631360157305,1,People_Roles
655,criminal possession,3.763786373644493e-05,4.73102108340457e-06,3.4002976264095116e-05,1,Criminal_Offenses
656,Greene County,4.5966245973440483e-07,7.4349756762378064e-06,4.4945306702445585e-07,1,Geography
657,four years in prison,0.00011659982673811171,1.720682644357841e-05,0.00011165491043903967,1,Sentences_Penalties
658,two years postrelease supervision,3.240759428827905e-08,5.568303205953981e-09,3.843333326951505e-08,1,Sentences_Penalties
659,detoxification program violation,1.6834971335531478e-09,1.2644907210362831e-09,1.3018589921305626e-09,1,Legal_References
660,probation violation,0.005898503289490415,0.003677068295197775,0.006242241040317488,1,Sentences_Penalties
661,drug felony,9.555014210951779e-05,1.0542699987759767e-05,9.028854143505791e-05,1,Criminal_Offenses
662,early departure from rehabilitation,5.801540715818497e-11,5.197086043396005e-11,2.9086638653346252e-11,1,Sentences_Penalties
663,husband,7.96793581553195e-05,0.00011807360917011482,6.868790016083293e-05,1,People_Roles
664,five years of probation,7.044374520630769e-06,3.223571837327065e-05,6.3207056661638275e-06,1,Sentences_Penalties
665,heroin possession,7.142411503883562e-05,4.3957783719148544e-05,5.1848347218863805e-05,1,Criminal_Offenses
666,"October 24, 2005",6.523392202849788e-08,3.5197932118722964e-09,6.166724918731667e-08,0,Dates_Times
667,5 years in prison,0.0008496043563152874,1.2043099552130423e-05,0.0008889659407958297,0,Sentences_Penalties
668,14 grams of cocaine,2.6410698227389876e-07,3.40002310814549e-07,3.340051716859222e-07,0,Criminal_Offenses
669,drug-related activities,1.517513375323305e-06,5.270541977173537e-06,1.7706911630501872e-06,0,Criminal_Offenses
670,"Stein, J.",9.14321374539578e-09,1.4976631305735191e-09,6.608157277080516e-09,0,People_Roles
671,"McCarthy, J.P.",3.848392301058121e-09,9.966443227719914e-12,3.4856568893786527e-09,0,People_Roles
672,City of Hudson,3.667981159623352e-06,4.91127841034995e-07,2.027135855094661e-06,0,Geography
673,"July 6, 1999",2.1620674462447085e-07,2.2330687340242986e-09,1.3522855500230057e-07,0,Dates_Times
674,criminal sale of a controlled substance (third degree),5.152039248859929e-08,7.863002040266305e-10,7.481402655926687e-08,0,Criminal_Offenses
675,citizen of Jamaica,3.168006874568044e-08,1.0757061864063998e-09,4.485091263689143e-08,0,Miscellaneous
676,terminally ill mother,6.356360854803651e-09,5.393910077968078e-08,7.026837781724765e-09,0,Miscellaneous
677,criminal possession of a controlled substance in the third degree,0.0005402803961721851,5.375321435362051e-05,0.00027884769116744964,0,Criminal_Offenses
678,"Peters, J.",6.21174878351253e-08,3.6911781175172657e-09,6.675632483984238e-08,1,People_Roles
679,New York City,0.00013680245185770465,7.343601600040367e-05,0.00010474932427690181,1,Geography
680,three-count indictment,4.338853826533661e-06,1.2166804593755129e-06,2.745849744689361e-06,1,Criminal_Offenses
681,six months in jail,7.770804419890762e-06,3.2082563116719604e-06,1.2607105177048545e-05,1,Sentences_Penalties
682,maximum possible prison term of 5 to 15 years,2.4520795291157585e-11,3.4264587980686565e-12,1.4016317756616769e-11,1,Sentences_Penalties
683,violating probation,2.8657074781773845e-06,1.9895482508114593e-06,4.16144411875552e-06,1,Sentences_Penalties
684,1 to 3 years on earlier charge,2.7597567476471702e-11,1.8881755892911494e-11,7.212450191327351e-12,1,Sentences_Penalties
685,drug sale,4.306139770817577e-06,9.705225432337593e-07,2.7802527976209095e-06,1,Criminal_Offenses
686,criminal possession of a controlled substance,7.593724488303676e-05,3.8591094082351465e-05,5.631478067966675e-05,1,Criminal_Offenses
687,Sullivan County,6.774508770679345e-06,3.7960573677887136e-08,5.93195808278881e-06,1,Geography
688,prison sentence of 3 to 6 years,1.209714237012419e-07,1.59781775433831e-08,1.03766038793791e-07,1,Sentences_Penalties
689,five-year probation,2.871738699475919e-05,2.263168525695924e-05,3.241419544820388e-05,1,Sentences_Penalties
690,attempted criminal sale of a controlled substance,2.7036314293330615e-05,1.3557191901275921e-06,2.858841100138213e-05,1,Criminal_Offenses
691,"May 7, 2003",2.1054155166935515e-07,2.8479245859865372e-09,1.718047454729553e-07,0,Dates_Times
692,withdrawing plea,8.233249263085099e-08,1.0309742452769042e-08,1.0286548223433007e-07,0,Legal_References
693,"Lehmann, J.",6.959187555118866e-09,3.0249569054759907e-10,3.357845976427834e-08,0,People_Roles
694,girlfriend,5.817223336575631e-06,1.2280794872552012e-05,4.97573479884366e-06,0,People_Roles
695,County Court of Fulton County,2.8420371175509182e-08,1.5685587419183617e-09,4.839486664027734e-08,0,Courts_Corrections
696,"October 26, 1988",1.882411144833591e-07,3.186125174454945e-08,1.6802076323421502e-07,0,Dates_Times
697,1 to 4 years prison sentence,1.309056928386664e-06,4.3037056017781554e-07,6.460555475118625e-07,0,Sentences_Penalties
698,"April 13, 2001",3.386223464911055e-07,5.393565520916493e-09,2.595738415860428e-07,0,Dates_Times
699,"September 30, 2005",5.053215897314255e-07,1.5854657000154235e-08,3.733669915319605e-07,0,Dates_Times
700,"March 25, 2008",3.915312548943699e-07,7.471563717494338e-09,3.2143086132706117e-07,0,Dates_Times
701,"April 12, 1994",5.775981293690682e-07,6.5811996662722675e-09,3.6892106454930107e-07,0,Dates_Times
702,drug packaging,2.3042223493058382e-08,1.1927428233129246e-07,2.5806064874217358e-08,0,Criminal_Offenses
703,four years to life,5.353845875903586e-06,1.5101563765296445e-06,2.7079032257010024e-06,0,Sentences_Penalties
704,violating the terms of probation,9.953917984573448e-07,5.330109235585382e-07,1.1076644039938904e-06,1,Sentences_Penalties
705,defendant,0.0022219390908479924,0.0014330094076114928,0.002547465845558643,1,People_Roles
706,criminal possession of a controlled substance in the fourth degree,0.0005128089096480866,9.624757852415048e-08,0.00021359853201303542,1,Criminal_Offenses
707,one year in jail,3.570448310114264e-05,1.7917099417595943e-05,4.4783452079673475e-05,1,Sentences_Penalties
708,three years in prison,0.00025529998307790886,1.8354746721739303e-05,0.00017480220157491239,1,Sentences_Penalties
709,attempted criminal possession of a controlled substance in the fourth degree,1.5267246431055186e-05,3.653147816648902e-07,1.2030448485288268e-05,1,Criminal_Offenses
710,selling cocaine,4.141174146794604e-06,2.0387658612002776e-06,4.565990913014599e-06,1,Criminal_Offenses
711,County Court of Albany County,2.883252156211534e-06,1.5645811251020893e-08,2.9514459799739763e-06,1,Courts_Corrections
712,two years of postrelease supervision,1.7266141946872865e-06,1.0054303793074621e-07,2.9215593916367217e-06,1,Sentences_Penalties
713,criminal possession of a controlled substance in the fifth degree,0.0018551933940581817,8.847107518309841e-05,0.0015260972450370834,1,Criminal_Offenses
714,1 to 3 years in prison,4.1372439722517136e-05,1.306838367093813e-05,2.4080836734906758e-05,1,Sentences_Penalties
715,"March 14, 2006",3.2989830963363784e-07,1.962951249723282e-08,2.5422207820103737e-07,1,Dates_Times
716,criminal possession of a controlled substance in the third degree,0.025990518716942173,0.00032376257719467954,0.0271965064654329,1,Criminal_Offenses
717,five years of probation,4.8469764829316274e-05,9.516036033255472e-05,3.756442496475874e-05,1,Sentences_Penalties
718,two years in prison,0.0006469368969382794,3.068367546474707e-05,0.0006233695231123923,1,Sentences_Penalties
719,10 years imprisonment,3.363966100670251e-05,4.199657508800134e-05,4.63632304538295e-05,0,Sentences_Penalties
720,motor vehicle accident,0.0001227431257370477,8.632750153280862e-06,0.00014638961906164933,0,Miscellaneous
721,"$13,000 drug sales",9.817794956084732e-12,1.2982722117014197e-11,9.335314127427089e-12,0,Criminal_Offenses
722,failure to appear,0.0019721967815024815,0.0002574002300053481,0.0016532217815935835,0,Legal_References
723,4 years to life imprisonment,1.7642186973054616e-06,1.4238611488306618e-06,1.8273448798355822e-06,0,Sentences_Penalties
724,drug treatment program,0.00011570656312570996,0.0001751178347965627,9.867954274785124e-05,0,Miscellaneous
725,conspiracy,0.00022876563646812717,0.00011455914639378272,0.00024162466666302507,0,Criminal_Offenses
726,no prior criminal record,1.6997880468577773e-05,0.007188662418119406,1.9279941558203135e-05,0,Miscellaneous
727,"July 13, 2004",3.6418307067625006e-06,8.096997450105455e-07,2.9475348130835273e-06,0,Dates_Times
728,criminal possession of marihuana in the third degree,0.00041573932753150256,9.754324629960284e-07,0.0004939017579728576,0,Criminal_Offenses
729,perjury,0.00013482957020556006,0.0001535580075841552,0.00015935362542917415,0,Criminal_Offenses
730,County Jail,1.3525449486928043e-05,5.283301716783501e-06,2.1112928077808185e-05,0,Courts_Corrections
731,citizen of Jamaica,3.294205921612879e-08,2.1817811754714564e-09,3.432128916326245e-08,0,Geography
732,Niagara County Court,3.418934449191405e-06,8.364796857484144e-07,4.169070786325482e-06,0,Courts_Corrections
733,predicate drug-related felony conviction,1.628672278691989e-10,5.217060782861738e-10,2.2589801038425385e-10,0,Criminal_Offenses
734,defendant,0.002187491118182885,0.0005784672286107222,0.0021620059666204246,1,People_Roles
735,instilling fear,9.214051206381939e-08,1.5900401438060675e-07,8.078933279488778e-08,1,Miscellaneous
736,placing a false bomb,7.054316817339422e-08,5.1252338448464654e-08,2.5319292054352692e-08,1,Criminal_Offenses
737,Great Meadow Correctional Facility,8.019422836350212e-09,7.571138583122947e-10,4.196012511283722e-09,1,Courts_Corrections
738,hazardous substance,3.065461282193724e-06,8.318119392673275e-07,1.7262982186732224e-06,1,Legal_References
739,Washington County,4.930522641795391e-05,0.0003023703928436967,4.8233676418009736e-05,1,Geography
740,mailing letters,2.2911025187863403e-07,7.690404673690075e-08,1.5502375092372261e-07,1,Miscellaneous
741,creating hysteria,1.6052280551856116e-09,1.1724960747912612e-10,1.2211931064282854e-09,1,Miscellaneous
742,second violent felony offender,6.300676685109644e-06,6.200254139965909e-06,4.458042364577954e-06,1,Criminal_Offenses
743,second felony offender,1.7953337987716417e-05,0.0002768833324354227,2.791550747703517e-05,1,Criminal_Offenses
744,"September 29, 2005",8.010847176614791e-07,1.4312143941094625e-08,6.555238928484459e-07,0,Dates_Times
745,terminally ill mother,4.929550660275835e-10,3.9532293490992947e-10,5.823339532057184e-10,0,People_Roles
746,cocaine sales,1.499833733999639e-06,2.705767150238917e-07,1.4823602158459936e-06,0,Criminal_Offenses
747,charged in two indictments,1.4879803975941402e-06,2.7226538157295986e-09,1.5392162657896893e-06,0,Legal_References
748,armed felony,1.1430734585648977e-07,4.3988584279369125e-08,1.7026028203430614e-07,0,Criminal_Offenses
749,2005,0.0026463597833217885,0.000697776965041472,0.0027978436038343935,0,Dates_Times
750,2 years postrelease supervision,5.434774291230102e-07,3.3655299750124906e-08,5.859112379015948e-07,0,Sentences_Penalties
751,"Mercure, J.P.",1.442969412181087e-08,1.1418082296492745e-13,2.295924072018988e-08,0,People_Roles
752,assigned counsel,1.20533021286004e-05,3.538940198460913e-06,1.0370321845440158e-05,0,People_Roles
753,5 to 10 years prison term,2.8005380346458545e-08,4.904377289041186e-07,4.012320266079192e-08,0,Sentences_Penalties
754,"November 18, 1998",0.0002586404667750375,0.00017134176821608012,0.00021086980067909616,1,Dates_Times
755,"August 27, 1998",0.0003177589892856827,0.00028342623988689706,0.0002589382108689962,1,Dates_Times
756,"September 9, 1998",0.0004220961267124399,8.774108589443996e-05,0.0004077031433950451,1,Dates_Times
757,criminal possession of stolen property in the fourth degree,3.992260975586553e-07,2.412411178242749e-06,4.5105210088021737e-07,1,Criminal_Offenses
758,"August 25, 1998",0.00016825014915191372,0.0003594889134546551,0.0001404573375347775,1,Dates_Times
759,"January 7, 1999",0.0014791356294143506,0.0006320831052515277,0.0010573971404378426,1,Dates_Times
760,criminal sale of a controlled substance in the third degree,0.0001482350543791265,0.0001630956243544515,0.00022623889904102717,1,Criminal_Offenses
761,criminal possession of a controlled substance in the seventh degree,3.3533946139164543e-06,2.633817673553137e-05,8.36243462565856e-06,1,Criminal_Offenses
762,Columbia County,4.9849896389695574e-05,4.458519771001921e-06,5.65011254805808e-05,1,Geography
763,"Lahtinen, J.",2.0630662911619493e-08,2.4556561223136887e-11,8.730774534595213e-09,1,People_Roles
764,"January 17, 1999",0.0008958886068769718,0.00012845890008460166,0.0007812551806294126,1,Dates_Times
765,confidential police informant,4.46560553348282e-11,1.1169285705810752e-09,4.146174172644489e-11,0,People_Roles
766,work release program,2.9356554312963414e-08,3.0359727904881847e-09,4.7464622161718303e-08,0,Courts_Corrections
767,criminal possession of marihuana in the third degree,9.57829914991962e-07,1.6645039541763462e-06,9.785576617295333e-07,0,Criminal_Offenses
768,Cayuga County Court,2.4547627031113074e-06,6.889125624810523e-08,3.3675725120196135e-06,0,Courts_Corrections
769,"fine of $10,000",1.4189675925023288e-08,1.7030122764697126e-08,1.8397721045962007e-08,0,Sentences_Penalties
770,"June 17, 1977",5.692489814433448e-07,1.1385904600127344e-07,6.2745420095501e-07,0,Dates_Times
771,"February 10, 2015",7.26557509140602e-06,5.480386163737896e-05,6.931924900164943e-06,0,Dates_Times
772,3V2 years,1.2002727839971701e-07,7.398067097308599e-12,3.352623400349016e-08,0,Sentences_Penalties
773,"September 14, 1992",8.04467525419986e-06,1.2304713442787627e-06,9.8019847541469e-06,0,Dates_Times
774,escape,6.554245220489287e-05,7.327844587209081e-06,6.868790016083293e-05,0,Criminal_Offenses
775,armed felony,1.0946704257850976e-09,1.1869727724095188e-08,1.6432949415052705e-09,0,Criminal_Offenses
776,malaria,6.54048000453254e-06,4.987613388407653e-06,4.495201785261944e-06,1,Miscellaneous
777,military service-related mental health issues,2.7165472754734793e-10,4.07722469417997e-07,9.756160415137349e-11,1,Miscellaneous
778,robbery in the third degree,3.6936361300839175e-05,1.9755229110459598e-06,5.9811546102969344e-05,1,Criminal_Offenses
779,second tour of duty in 2013,8.8081845429745e-09,3.519340380815414e-09,1.1651778111319912e-08,1,Dates_Times
780,Clinton County,0.00018735234240009266,1.3861980710034415e-07,0.00015753555171438199,1,Geography
781,Delaware,4.231738768455963e-05,6.2843375745716586e-06,3.734496355709537e-05,1,Geography
782,grand larceny in the third degree,0.0006532065080913112,2.602255750209523e-06,0.00041224141510869637,1,Criminal_Offenses
783,robbery in the first degree,0.0006734064102849084,3.063073729766241e-06,0.0004067809657810389,1,Criminal_Offenses
784,"Lynch, J.",3.8862641520443046e-08,1.7196863385758633e-10,3.671813214495631e-08,1,People_Roles
785,opiate addiction,5.158949971911667e-05,8.947090080765881e-06,4.776493571992683e-05,1,Miscellaneous
786,first tour of duty in Afghanistan,1.786902776965823e-05,7.571161956624639e-08,7.757477577939635e-06,1,Geography
787,criminal possession of a controlled substance in the second degree,1.1065458343494031e-05,2.558059198344231e-06,6.50137633910299e-06,1,Criminal_Offenses
788,"March 19, 2002",3.302244175399264e-08,6.722504874728116e-09,2.2142375469708113e-08,0,Dates_Times
789,criminal possession of a weapon in the second degree,0.00020788348264780845,6.231492106631472e-06,0.0002752879633530963,0,Criminal_Offenses
790,persistent violent felony offender,6.780758331166269e-08,9.120148899036971e-06,5.0353427832993874e-08,0,People_Roles
791,indeterminate prison sentence,8.02215333084845e-07,2.7065807396182063e-06,4.75877451830311e-07,0,Sentences_Penalties
792,drug treatment,0.0009500609666573999,0.00021467817026605326,0.0007060254309105619,0,Miscellaneous
793,"February 5, 2010",6.035088219724554e-07,4.540679780857316e-09,4.515892886134926e-07,0,Dates_Times
794,crack cocaine user,1.436674594940465e-08,1.0360686280581753e-09,2.0068367053586907e-08,0,Miscellaneous
795,attempted reckless endangerment in the first degree,3.3385391265897246e-07,4.173354522825174e-10,5.1383193451768976e-08,0,Criminal_Offenses
796,"Drury, J.",3.633369217689119e-09,8.806637927205379e-13,4.276976252885832e-09,0,People_Roles
797,Chemung County Public Defender,6.873261603818556e-08,5.430055156253146e-12,4.619280351802184e-08,0,People_Roles
798,postrelease supervision,2.8075122921656554e-08,3.664526760106151e-08,1.9384113443877484e-08,0,Sentences_Penalties
799,"May 19, 2005",6.216854449704918e-08,9.252246771031291e-09,4.185531360706143e-08,0,Dates_Times
800,drug-related arrests,0.0014873755320177072,0.0007586771910595195,0.0007263060322023178,1,Criminal_Offenses
801,criminal possession of a controlled substance in the fourth degree,0.00027512156222940867,2.355515888219623e-05,0.00021969608596373913,1,Criminal_Offenses
802,lack of remorse,1.2268312329004233e-05,1.0545009803163872e-05,1.3956497609210142e-05,1,Miscellaneous
803,criminal possession of a controlled substance in the third degree,0.003978472322255362,3.1570309613775486e-05,0.0031261832036068413,1,Criminal_Offenses
804,previous failures at rehabilitation,6.881469828191067e-09,2.154705429297647e-08,1.749278534527955e-09,1,Miscellaneous
805,"Lahtinen, J.",2.945132153487255e-09,5.391985598473922e-11,7.745101538170318e-10,1,People_Roles
806,prior drug-related arrests,7.719018317228135e-05,2.977069321752079e-06,4.489291817694802e-05,1,Criminal_Offenses
807,tampering with evidence,7.035511935159676e-06,3.952513324297634e-06,4.075182852495989e-06,1,Criminal_Offenses
808,Ulster County,2.3338521483642556e-05,8.62775789081982e-07,1.1554816441477257e-05,1,Geography
809,violent felony convictions,1.5766594946383687e-05,9.021368791752618e-06,1.6330747130625275e-05,1,Criminal_Offenses
810,second felony offender,7.252722031033972e-07,2.324614243636083e-07,9.061486241876559e-07,1,Criminal_Offenses
811,illegal sale of methadone,8.758760780397061e-09,6.771902760250954e-11,2.8305599226809946e-08,0,Criminal_Offenses
812,escape,0.0004479013727040852,1.4718423826228638e-05,0.000427390475530988,0,Criminal_Offenses
813,Binghamton Adult Drug Treatment Court,1.6641598024640678e-13,3.649678434776529e-14,1.3301488442244537e-13,0,Courts_Corrections
814,conspiracy,0.0005887552473364432,2.218397562106254e-05,0.0004496544315940639,0,Criminal_Offenses
815,44/2 years prison term,8.08254664666029e-14,6.25326137696312e-14,2.1545687961121721e-13,0,Sentences_Penalties
816,1985,0.0004170824641338044,4.6203934283554714e-05,0.00035190531852895783,0,Dates_Times
817,alcohol-related offenses,6.644469569461031e-05,0.0002745448635799427,9.347354900828686e-05,0,Criminal_Offenses
818,IV2 years of postrelease supervision,1.4396973269900397e-16,6.895072561636786e-20,1.354990372180715e-16,0,Sentences_Penalties
819,motor vehicle accident,3.5225029947586676e-05,1.8664304469993623e-05,4.370400921590093e-05,0,Miscellaneous
820,previously convicted of misdemeanors,4.238772267885084e-08,5.5782371841840005e-08,4.792017178101113e-08,0,Criminal_Offenses
821,"Yesawich Jr., J.",1.1255340014902992e-12,5.216069700977583e-14,2.8595766596625652e-12,0,People_Roles
822,defendant,0.002230635403034348,0.0004227358930656426,0.0023652418502606745,1,People_Roles
823,criminal possession controlled substance,2.106486648024569e-08,4.3096066776548754e-08,2.083343706009499e-08,1,Criminal_Offenses
824,Pine,3.611996107745338e-06,1.0960996532970748e-05,3.785339420236214e-06,1,Geography
825,Onondaga County Court,2.4256614642370682e-08,4.426895069936972e-09,3.057796537985227e-08,1,Courts_Corrections
826,guilty,0.009803655035821828,0.0014240875431217924,0.010274142264416326,1,Criminal_Offenses
